Image,CNN IoU,Hough IoU
752,0.8950245019775984,0.943490714284741
753,0.8268466443240128,0.7656249999999997
754,0.9423135792819018,0.9317213820746922
755,0.9036732205456486,0.9235958846348455
756,0.8776731301939056,0.7264901283012609
757,0.9355023449977651,0
758,0.9272976680384087,0.9245562130177516
759,0.8372553819523487,0.8711111111111106
760,0.9476424266296606,0.8350178359096312
761,0.862506137993096,0.8359183673469388
762,0.8370303304662746,0.9130864197530869
763,0.6368962317614415,0.7346938775510198
764,0.8816212151234452,0
765,0.7457879911161248,0.73469387755102
766,0.8633000344508732,0.8815801246513237
767,0.8858131487889278,0.6400000000000006
768,0.862204192084041,0.8911706948536638
769,0.950739809032088,0.9566723286114067
770,0.8185941043083903,0
771,0.9859317354425402,0.9265514486488481
772,0.9026968547541699,0.8899964400142403
773,0.8961378983492204,0.9310390714250507
774,0.8942580340264653,0.9569885280183998
775,0.6280552370417759,0
776,0.9449507456374602,0.9380330131402149
777,0.9771436121019949,0
778,0.782544378698225,0.8520710059171599
779,0.715976331360947,0.7511111111111107
780,0.8547235935043941,0.6399999999999993
781,0.9107643417970237,0.9084472656249997
782,0.869101080278667,0.7656250000000002
783,0.7346938775510199,0.8030231874014968
784,0.8522091965844588,0.8920732526214287
785,0.9540292049756627,0.873818525519849
786,0.8349628485641131,0.9149338374291112
787,0.8729215377236411,0.9072427342909443
788,0.6878324941032077,0.7346938775510199
789,0.9153888888716578,0.9545514599022328
790,0.8567408635066822,0.9621013428590488
791,0.9454834177831388,0.9314850045893663
792,0.982446133112955,0.9458432675230489
793,0.8717635137577617,0.9523878647118593
794,0.887943786982249,0.8812994585589341
795,0.8402777777777777,0
796,0.797277243997008,0.8856238515950294
797,0.6968711721873214,0.7785467128027685
798,0.8696846404377646,0.7825443786982254
799,0.9208268120933484,0.8992271105826394
800,0.9587342548215612,0.9480609418282548
801,0.954173179320248,0.8402777777777781
802,0.9145598058498501,0.9384765625000007
803,0.6696593158091999,0.8463999999999998
804,0.7575801016401267,0.7922836999158557
805,0.7454440977481716,0.7561436672967862
806,0.8406260984932908,0.8483379501385043
807,0.9392067431275719,0.9814233284584916
808,0.9538008566512791,0
809,0.9636612008848857,0.9487265980772471
810,0.9351527593285832,0
811,0.8871406561352684,0.9424565567973792
812,0.8903680722267642,0.8957270408163267
813,0.9435719219286278,0
814,0.9431689472523147,0
815,0.8826619619258059,0.9506249999999998
816,0.8191789956652364,0.9535094265686036
817,0.8919753086419748,0.8454503751091732
818,0.9558318629346998,0.9431897658972281
819,0.9685059208868738,0
820,0.9260874211388676,0.8536599271329179
821,0.06250000000000003,0.78802720207781
822,0.9570667575596211,0
823,0.9564427831681978,0
824,0.9581846970481285,0.9473777777777783
825,0.9328397179651698,0.9626601837777776
826,0.980865888365377,0.9111570247933886
827,0.8099999999999993,0.8668252080856115
828,0.9833621870233545,0.9394995061379536
829,0.9365244536940684,0.9365244536940684
830,0.710156721017685,0.7346938775510206
831,0.9350996698312879,0.9025
832,0.6027759266738276,0.8867070153374949
833,0.8603989251333171,0.9113112242500229
834,0.8290541003309144,0.7511111111111107
835,0.9184027777777782,0.8842180968262392
836,0.9470915693144552,0.9194970913867516
837,0.8940733443514473,0.8038049940546967
838,0.5908263216263768,0.7493531293362674
839,0.8099999999999992,0
840,0.864044691773173,0.7055999999999997
841,0.9384765624999999,0
842,0.9281677572873289,0.9184571156403657
843,0.9468285968498965,0
844,0.9169545390552694,0.9226108033240998
845,0.8929136526335855,0.7931261639167435
846,0.9307413274001526,0.9378393351800552
847,0.9661277676722674,0.9000657462195925
848,0.6214522974484034,0.7901234567901237
849,0.9538858333010344,0
850,0.6231719620522378,0.7346938775510202
851,0.9294962544370965,0.8975069252077557
852,0.9149338374291112,0.9149338374291112
853,0.8025004422766555,0.8719080540052003
854,0.8463999999999996,0.7743999999999995
855,0.9518706507784312,0.9626601837777778
856,0.8984144087939628,0.8889795918367345
857,0.8881512312532097,0.856623899593725
858,0.9449507456374606,0.9384765625000007
859,0.8670710082586175,0.829251069548242
860,0.9186366173524131,0.9581846970481285
861,0.828513383334784,0
862,0.8581058725702406,0
863,0.9104998325952186,0.9130864197530864
864,0.9023661197776668,0.931300642859716
865,0.9703150517167295,0.8215195323004766
866,0.9297359890881932,0.8707013796690264
867,0.8972236923781074,0.9373149629276415
868,0.9029925635229177,0.9111570247933887
869,0.955561166519379,0.9140200458881779
870,0.7136148586632748,0.8919753086419766
871,0.9078985584494176,0.8402777777777778
872,0.8711111111111102,0.7799279970465789
873,0.8081828384858687,0.9420415224913499
874,0.6852479164061331,0.8964629021131246
875,0.8824609733700645,0.9546283867332203
876,0.9215999999999994,0.9245562130177525
877,0.7097654141142822,0.835918367346939
878,0.9127770858203726,0.8212890625
879,0.8929136526335851,0.9215999999999995
880,0.8950245019775981,0.8835999999999997
881,0.938242551935951,0.7561436672967863
882,0.9158222727931787,0.906367677514493
883,0.8889795918367345,0.835918367346939
884,0.7742490118493275,0.7511111111111105
885,0.9565269894940226,0.9337204898371416
886,0.8601724047973642,0.8807100591715978
887,0.8084961675444647,0.854778546010889
888,0.9118441639400092,0
889,0.9461222088795498,0.943773645836128
890,0.8017069218696814,0.8882326161741095
891,0.8685667632716826,0.8796173376491362
892,0.9691644404076494,0.9690756194443222
893,0.8950245019775982,0.920033319450229
894,0.9554872516465241,0.8431089113210788
895,0.8504938271604942,0.8831470460153862
896,0.8995990209213507,0.8301234567901234
897,0.7937618003027644,0.943673469387755
898,0.6941364232946163,0.6782006920415224
899,0.9575896136052876,0
900,0.9434969668230242,0.9666287911723401
901,0.8369482865544429,0
902,0.8868052495286238,0.9149338374291119
903,0.9615609237335309,0.9168300564251868
904,0.9124526620628206,0.9428691451375757
905,0.8748755139077451,0.9347081309046522
906,0.6806562797319431,0.7346938775510202
907,0.9081512971219293,0.9499801534774156
908,0.8546463127616312,0.778546712802769
909,0.8799818872768607,0.8682851239669422
910,0.96662879117234,0.9365244536940686
911,0.7643857905960804,0.6694214876033052
912,0.8889795918367346,0
913,0.7450248796679544,0.8924569092852241
914,0.8859778164070418,0.9540292049756627
915,0.9547875726579013,0.9565269894940226
916,0.8631160526129645,0.8158168574401664
917,0.8590100641441569,0.8881321104510261
918,0.9296315416685211,0.9111570247933886
919,0.7913418867896469,0.9322235434007129
920,0.7511111111111104,0.694444444444445
921,0.5804988662131517,0.7091412742382268
922,0.9259522961908158,0
923,0.794207351372661,0.8983342692654368
924,0.9434907142847407,0.881299458558934
925,0.9394995061379542,0.9487265980772476
926,0.9245562130177516,0.9245562130177516
927,0.44444444444444425,0
928,0.9674818597151302,0.9040580489115825
929,0.8844646949544167,0.8889795918367344
930,0.9665512389772225,0.9020395099021684
931,0.9301481778504236,0.9329803719008264
932,0.8904239781874266,0.9314916859092077
933,0.8484048422625141,0.8005540166204983
934,0.8881321104510265,0.7427262818355863
935,0.9714380920359301,0.9474837479661188
936,0.8488862217967651,0
937,0.9479093914766581,0.7514521293197916
938,0.8404504966933288,0.9400567868585666
939,0.9371887732005434,0.9224788269589771
940,0.6276661504569219,0.8493715750242337
941,0.6865306122448975,0
942,0.9365244536940689,0.9025
943,0.9480609418282551,0.9397706405665016
944,0.6601491609027915,0.878906250000001
945,0.7241877933859868,0.8212890625000002
946,0.9015406591164166,0.9371887732005436
947,0.8653326122228225,0.9130864197530869
948,0.8930934601992928,0.9394995061379541
949,0.6747448979591841,0.8633320618848016
950,0.9540292049756626,0.6488957751667126
951,0.8887692750889281,0.8143961927424154
952,0.8535509169601382,0.8444119795471144
953,0.8120807929288838,0.9254926824818452
954,0.9314494321254732,0.9523878647118597
955,0.7458677685950413,0
956,0.8231325283463266,0.8764146672702583
957,0.7635622797698408,0.6944444444444451
958,0.5673039567812661,8.799110794906655e-05
959,0.8650388421312689,0.87890625
960,0.9278037794247864,0.9129493024222715
961,0.9436957626969009,0.8402777777777782
962,0.8833350061824399,0.9216804608549811
963,0.9333524849181274,0.9008905486929042
964,0.9038577487097443,0
965,0.8152835855539385,0.7656249999999994
966,0.9290172739149366,0.9461222088795502
967,0.8905327184360772,0.6694214876033056
968,0.9669797434616646,0
969,0.891975308641975,0.9559475298567739
970,0.925404773326052,0.9419503801683083
971,0.9246677228067632,0.9016291284802976
972,0.9057987109024556,0
973,0.8261300290271344,0.8640413331554717
974,0.8268664604140149,0.8202207191171235
975,0.9137110726643601,0.9420415224913495
976,0.9483512971723315,0.8919753086419749
977,0.9132731846959934,0.9172783177940877
978,0.9598494452628007,0.9149338374291113
979,0.8907162146348293,0.9569943289224953
980,0.3361917050344602,0
981,0.9024159820547097,0.9646045918367341
982,0.8313319670484856,0.8370303304662746
983,0.7258111099851586,0.7293447713254156
984,0.8099459813355194,0.9205624543462382
985,0.9488653567455795,0
986,0.9639464598831115,0.9643557497268688
987,0.8964082147182131,0
988,0.8547235935043945,0.6944444444444446
989,0.9587342548215627,0
990,0.6944444444444448,0.6944444444444445
991,0.6636491811818392,0.7901234567901235
992,0.9358459357277888,0
993,0.9355122808534408,0.8838190086491752
994,0.9063411529056191,0.853258482717722
995,0.5964619028120509,0.797193877551021
996,0.8620982459164609,0.9055671175858478
997,0.6399999999999996,0.015888338287139224
998,0.8513919131593912,0.8520710059171598
999,0.8075652273944897,0
