Image,CNN IoU,Hough IoU
213,0.947642426629661,0.8899964400142406
214,0.9153174184293438,0
215,0.9420415224913495,0.9436734693877546
216,0.933352484918127,0.8841933720526478
217,0.9148691072022019,0.9254927095016825
218,0.8622448979591834,0.8285807257178507
219,0.7849977190384254,0.8780300320520945
220,0.948601860161143,0.9228922543113949
221,0.931903319711019,0.8711111111111112
222,0.8906922849622977,0.9579343567861227
223,0.9571480531983919,0
224,0.9670041529422916,0.88035360463344
225,0.9213090958721339,0.8764146672702579
226,0.9646045918367343,0.9282612058013809
227,0.7275086505190312,0.7667630701193775
228,0.9130864197530864,0.9688272345236978
229,0.8711111111111106,0.9365244536940688
230,0.9025000000000004,0
231,0.9019839127165937,0
232,0.798551380715256,0
233,0.8332946391268563,0.765625
234,0.9686275675234557,0.863811414716152
235,0.9558318629346998,0.9432548979356157
236,0.9055865568653241,0.9267600009728744
237,0.8295939414388505,0.8590124925639501
238,1.0,0.9337204898371417
239,0.9314850045893666,0.8590124925639501
240,0.8961835920301667,0.9394995061379533
241,0.9423267429604636,0
242,0.6467797228330979,0.8658131982402902
243,0.9184027777777783,0
244,0.7346938775510209,0.8991862910706472
245,0.8861909146040773,0.9208244056728904
246,0.659899773518794,0.6884373776601381
247,0.5316551121695589,0.7488561833943248
248,0.8250018232897169,0.9298469387755101
249,0.6362098059562566,0.8313148788927339
250,0.9622162092861927,0
251,0.6782006920415223,0.7346938775510208
252,0.9075149835870373,0.9070294784580492
253,0.9158922038827711,0.9480609418282548
254,0.9770837591395028,0.8938842975206609
255,0.9240156251702549,0.87890625
256,0.5129943287126357,0.0
257,0.8732702133602789,0.9245048096836495
258,0.5546827790376306,0.5625000000000001
259,0.9167043911272069,0.8789062500000001
260,0.9375157470395568,0
261,0.9748995655016628,0.9532911704356836
262,0.9111570247933881,0.911157024793388
263,0.9226108033240998,0.9194970913867516
264,0.9060445743025619,0
265,0.966365931426393,0.944512360035085
266,0.907532524361041,0.5339940710942442
267,0.9245562130177516,0.8961777777777779
268,0.9522500895979465,0
269,0.9269134156292524,0.9748215407742687
270,0.5219591364695697,0.8336483931947068
271,0.9286524167736453,0.9384765624999999
272,0.7804056560998446,0.7338795674620773
273,0.8399723582034276,0.6782006920415223
274,0.8590586943177159,0.9536596045289388
275,0.8264462809917356,0.8905327184360768
276,0.9287851116169415,0.9130864197530869
277,1.0,0.7739762096230313
278,0.9301299330536281,0
279,0.7922836999158557,0.7091412742382267
280,0.909231172719888,0.87890625
281,0.7441958704814957,0.7458677685950416
282,0.943999320712799,0.9111570247933886
283,0.7394622397421734,0.7739762096230313
284,0.8990138239553715,0.8789062499999999
285,0.9175687466760365,0.6096496446184014
286,0.8347039875590837,0.8753843676822283
287,0.6694214876033056,0.8889795918367346
288,0.9131915647557814,0.9493754109138725
289,0.94238301286812,0.9653476623063504
290,0.3095059292729521,0.019508619553296205
291,0.9373833938345075,0.9570793153958569
292,0.8799706389205952,0
293,0.8475686570924669,0.9040580489115829
294,0.8931211326658408,0
295,0.9459474966390071,0.9333524849181272
296,0.9496062788153077,0.9673176022000526
297,0.7242036325975689,0.7825443786982252
298,0.7275086505190314,0.7722681359044998
299,0.9555611665193787,0.8921710343666701
300,0.3906250000000003,0
301,0.9479518128795136,0.9091400757166035
302,0.9290172739149364,0
303,0.8463999999999998,0.8573388203017842
304,0.9392067431275719,0.8659336419753086
305,0.9212285168870938,0.9420415224913502
306,0.9080447542274107,0.9385418548892048
307,0.8848275786605969,0.9423478269248806
308,0.8738185255198486,0.9314494321254735
309,0.890497917079944,0.9459560893225745
310,0.7741373362091383,0.8918602703252027
311,0.7955705513010539,0.8285807257178505
312,0.9118441639400092,0.9329803719008265
313,0.9424447463511985,0.9436734693877548
314,0.8832950948142755,0.9177665946502225
315,0.8504938271604936,0
316,0.9231627404341686,0.9225380735998806
317,1.0,0.8332946391268561
318,0.8592723359757803,0.8858131487889273
319,0.9428691451375757,0.9444554651854792
320,0.7901234567901237,0.7977919248476418
321,0.9290172739149364,0.9214878273988414
322,0.9415684349355267,0.9149338374291114
323,0.951231720476381,0.8858131487889271
324,0.8595105231956632,0.7479912344777211
325,0.8888086679302624,0.8933218542205414
326,0.8154468296228514,0.5102040816326532
327,0.8685950742854861,0.9540666075470071
328,0.9245562130177519,0.841124087451698
329,0.690487234616692,0.6824196597353499
330,0.9454972944965547,0.9534948096885815
331,0.8542437174099567,0.9502810694326667
332,0.8991862910706467,0.8402777777777778
333,0.9478747837899849,0.9337204898371416
334,0.9794877245190773,0
335,0.9208305094520913,0.9215999999999996
336,0.9774018595041324,0.9361062286205619
337,0.7844897959183673,0.8779962699828775
338,0.9189602599237602,0.9552652925086956
339,0.9225545539633985,0.9172468153269413
340,0.9185101631647283,0.8677143535679204
341,0.851162580651418,0.10027777777777776
342,0.8682851239669422,0.933079890245718
343,0.9720293592541158,0.9172783177940877
344,0.8104200555947269,0.9596001665972511
345,0.9282070573134813,0.9754610577655841
346,0.7297270708909427,0
347,0.8738347256942689,0.8622448979591831
348,0.9245562130177516,0.8971818437820053
349,0.9771436121019949,0
350,0.9365244536940689,0.9055671175858478
351,0.9124526620628208,0.8858131487889279
352,0.890108467314679,0.849288735101884
353,0.9098224852071006,0.9384765624999999
354,0.8889795918367345,0.9601007831995182
355,0.8143961927424154,0.8490538619238541
356,0.9540292049756622,0
357,0.9774018595041324,0.8953636258526997
358,0.9662702988530871,0.9333216925872279
359,0.640653746109924,0.4900000000000003
360,0.11639278228473929,0.8696846404377643
361,0.8433985839233651,0
362,0.7405525034178738,0.7460419705425263
363,0.9453056092896859,0.9668558521936614
364,0.9180185016722306,0
365,0.9298469387755103,0.8678450974046927
366,0.9271700572471174,0.9616491099810779
367,0.9403122130394859,0.8212890625
368,0.8099999999999997,0.9689941406249994
369,0.9168300564251872,0.9387802536532639
370,0.9256632989751779,0.8858131487889278
371,0.9111570247933883,0
372,0.8419809470353949,0.8858131487889271
373,0.9355122808534417,0.931461049614511
374,0.958951683583169,0.9453056092896859
375,0.963092675146346,0.9365244536940688
376,0.8641096765900329,0.8633896110810867
377,0.929234727809505,0.9355023449977654
378,0.9333216925872279,0.8789062500000001
379,0.8199448091793463,0.6399999999999997
380,0.288205912380641,0.0
381,0.8550654662063598,0.8573388203017843
382,0.8449210603346178,0.8812994585589339
383,0.8212890625,0.8701358638826038
384,0.5756804085654363,0.0
385,0.46814404432132956,0.6649593960772462
386,0.8285667324128866,0
387,0.9731204517935911,0.9290172739149366
388,0.9067235435533096,0.9607881580237232
389,0.8941752824690098,0.887418609535812
390,0.9432789616005193,0
391,0.8180327894361729,0.7458677685950414
392,0.7947793839598277,0.9021598789618226
393,0.6173469387755104,0
394,0.9468750519420566,0.9493754109138725
395,0.8631168162299239,0.8622448979591839
396,0.949021631441639,0.9149338374291117
397,0.9261428557087412,0.8764146672702582
398,0.9247102789359399,0.9184027777777783
399,0.5021422842953923,0.8668252080856117
400,0.9048185603807255,0.9245562130177519
401,0.9029108584777654,0
402,0.9172357748047268,0.9735142461204732
403,0.87890625,0.9167043911272069
404,0.9215186826231166,0.9286683632955092
405,0.57324293872847,0.7346938775510202
406,0.9133285484377842,0
407,0.9181502110415606,0.9212529550895774
408,0.9671602936393551,0.857338820301784
409,0.9306574394463665,0
410,0.9208244056728907,0.9403122130394853
411,0.8696846404377642,0.7117979620675271
412,0.9663889686871586,0.9669444444444442
413,0.6289214468651133,0.8365932586436995
414,0.9378393351800556,0.9627517463506418
415,0.9012978689312611,0.9831422553838972
416,0.8226068144943212,0.910499832595219
417,0.7475140353020188,0.8784109735829648
418,0.9333175634009176,0.9040442851796877
419,0.931903319711019,0.9346333243302047
420,0.6923662494432574,0.8668252080856117
421,0.9803791848007029,0
422,0.9259522961908154,0.8919753086419759
423,0.9375157470395565,0.9036605462615842
424,0.9694944290331697,0.9569943289224956
425,0.9583655921823888,0.8573388203017838
426,0.8564967983987413,0.8711111111111112
427,0.8545758080803362,0.7970672905806273
428,0.9662702988530874,0
429,0.9501581640399499,0.826446280991735
430,0.93131723782549,0.9055671175858478
431,0.8773227749349495,0
432,1.0,0.9375157470395568
433,0.8798739323910774,0.8158168574401664
434,0.8975069252077562,0.8483379501385042
435,0.9440288075161959,0.9459560893225741
436,0.9395696201399137,0.8402777777777778
437,0.9789729814883336,0.9674818597151305
438,0.8682851239669421,0.8682851239669421
439,0.9309370824678447,0.9161224489795916
440,0.7402951448039523,0.8402777777777781
441,0.9578995020371208,0.9587673611111113
442,0.9070294784580496,0.9518143961927421
443,0.8594835069444449,0.93143962001708
444,0.868757920646885,0.9375157470395568
445,0.7631731574632881,0.822806810006768
446,0.8724791691824659,0.9371887732005434
447,0.8378961185881258,0.8653326122228227
448,0.881766805472933,0.9133285484377844
449,0.8711592674722272,0.8919753086419752
450,0.8905327184360772,0.0
451,0.558252858795554,0.7338795674620778
452,0.8518331859984,0.8682851239669419
453,0.8918602703252027,0.8824609733700647
454,0.969926538108356,0.756747878365427
455,0.9486018601611436,0
456,0.9501581640399493,0.8264462809917353
457,0.9569760169778593,0.8682851239669421
458,0.8059720020257126,0.8402777777777777
459,0.6782006920415226,0.7459037874779506
460,0.9495500794301521,0.9496966061733468
461,0.8934133983861888,0.9473777777777779
462,0.816631110827681,0.8290541003309149
463,0.9742055114850876,0
464,0.8081828384858687,0.9579322547296534
465,0.8420042978993894,0
466,0.7446552479977665,0.7656250000000002
467,0.7505287113991723,0.7742421703442576
468,0.7365126593370841,0.8402777777777779
469,0.928785111616942,0.873818525519849
470,0.8844646949544168,0.8948137326515704
471,0.8603234614576771,0.6042498452872948
472,0.7174752905917178,0
473,0.916208484089049,0.8919753086419757
474,0.30062227235492955,0.7091412742382271
475,0.9394995061379544,0.9500080115366131
476,0.9400567868585672,0.8764146672702583
477,0.9555611665193787,0.9647558514413614
478,0.9857748110058385,0.875451795708207
479,0.9080120437990233,0
480,0.9564445485491468,0.9459560893225747
481,0.6205517488112482,0.8704283263533422
482,0.8984675142497487,0.828304507006691
483,0.9662702988530872,0
484,0.8580188979919127,0.9480609418282548
485,0.7700251937343918,0.7785467128027683
486,0.8204247391813768,0.89922711058264
487,0.9565269894940226,0.9574517285235282
488,0.9406752983840782,0.9158284194704587
489,0.7920653363411021,0
490,0.9149338374291113,0.7825443786982254
491,0.9340387118336763,0.8770471151423535
492,0.8762463607524426,0.7901234567901235
493,0.9578995020371206,0
494,0.8569920280042945,0.8764146672702581
495,0.8404011902220592,0.940691298527818
496,0.8171283429008381,0.9070294784580499
497,0.862781285307108,0.9545514599022331
498,0.8791132324770169,0.7656250000000001
499,0.9395856903740598,0.6889780251743675
500,0.9557668939535476,0.9360973501790809
501,0.983988847202849,0
502,0.8824609733700642,0.9607881580237232
503,0.6600660169840759,0.7511111111111106
504,0.8901435148479607,0.8527467755007264
505,0.81,0.9112258084463625
506,0.9392067431275725,0.9545532866203188
507,0.8516032623937292,0
508,0.6653150055078768,0.8993519058037202
509,0.9372732939670333,0.9331357827832866
510,0.9322166624770085,0
511,0.7739604349602979,0.8919753086419749
512,0.893008504429729,0
513,0.7225000000000003,0.800554016620499
514,0.8957270408163267,0.9285950413223143
515,0.8849957548479976,0.8858131487889273
516,0.9408570010297721,0.8858131487889273
517,0.9008939802618477,0.9414763258504063
518,0.8971818437820058,0.8573388203017833
519,0.8990138239553714,0.8701358638826044
520,0.970443336361814,0.9792751736111113
521,0.7912388216200833,0.8444119795471143
522,0.9542117193872486,0
523,0.8515141938183938,0.9124526620628204
524,0.8547235935043951,0
525,0.9164392556513163,0.9344012694539771
526,0.8711823560368736,0.9334051390786096
527,0.8944397661346981,0.9384765625000004
528,0.8059903999321635,0.90702947845805
529,0.9449082660837687,0.8985460069444446
530,0.8763850282446455,0.8212890625000001
531,0.8780428777948773,0.8982486600251771
532,0.8598317164582507,0.8719080540052002
533,0.6908292651616319,0.713614858663274
534,0.9473777777777779,0
535,0.9038163090654828,0
536,0.9121323065269538,0.9121323065269538
537,0.8171128044926578,0.8755535385259922
538,0.8841086664926526,0.8622448979591838
539,0.8038049940546967,0.7825443786982254
540,0.6990056436441815,0
541,0.7458677685950414,0.9149338374291112
542,0.8875026264183848,0.8573388203017842
543,0.7727332215581685,0.8751300728407914
544,0.8911904225895815,0.9682435687285235
545,0.8858131487889276,0.9215999999999995
546,0.9673317060629697,0.914933837429111
547,0.9416695224328945,0.8682925797446543
548,0.7644789256305649,0.8099999999999997
549,0.8202909252406486,0.795471146822498
550,0.8954061118564032,0.8934133983861888
551,0.9000657462195929,0.85207100591716
552,0.8858131487889275,0.7922836999158557
553,0.923998446081677,0.9397216473128223
554,0.93747353095115,0
555,0.7004000044049935,0.8402777777777777
556,0.7656249999999999,0.7766432629204207
557,0.965814506539834,0.9109477850574926
558,0.9545423429113619,0
559,0.8520710059171598,0.6796721027380114
560,0.9344444444444444,0.9486139886036639
561,0.666017309331544,0
562,0.5028648559884682,0.7823289040961262
563,0.9049545740907666,0.9049545740907664
564,0.9557205173413394,0.9776543365736647
565,0.729886623420588,0.7766432629204206
566,0.9215999999999994,0.9611687812379857
567,0.873987828102688,0.8858131487889271
568,0.7521806860743797,0.9333216925872282
569,0.65290386514429,0.09285060045717063
570,0.8336483931947073,0.8336483931947073
571,0.9476424266296618,0.9082523047682673
572,0.6694214876033057,0.7458677685950413
573,0.7692024459236867,0.8282442083203734
574,0.9483512971723325,0.9137110726643601
575,0.9691059108823947,0
576,0.8845808194236688,0.9290172739149359
577,0.7293447713254155,0.5973870346990734
578,0.6399999999999998,0.7346938775510203
579,0.9181370414792224,0
580,0.9264570472665161,0.9480609418282548
581,0.9189821476188755,0
582,0.6798240654346334,0.7458677685950411
583,0.8801334769634794,0
584,0.8359183673469388,0.8887210798247583
585,0.9208244056728905,0.9600040812162021
586,0.912949302422272,0.08938798910929815
587,0.8299426040710666,0.9334051390786093
588,0.9184027777777781,0.9147159383849064
589,0.8703114298344181,0.9071431831515937
590,0.8082260675120525,0.8402777777777779
591,0.9552652925086956,0
592,0.9619082840236687,0.9521466997355297
593,0.9355495506077075,0.7735587537387568
594,0.8084462319998406,0.000457581927655519
595,0.8029454437890585,0.7739762096230318
596,0.9847544738080297,0
597,0.9379575648112471,0.9384765625000007
598,0.9762440873673515,0.9215999999999998
599,0.9340433030672932,0
600,0.918402777777778,0.9215999999999999
601,0.8822547773875208,0
602,0.6686913438263452,0.7989001543608952
603,0.9419494856155564,0
604,0.9611305301672272,0.9459560893225745
605,0.8995731390966044,0.8622448979591834
606,0.8958332571121557,0.9042333040388318
607,0.8575090751028002,0.9055671175858481
608,0.8449137843077232,0.9801000000000003
609,0.7574944549264392,0.8269027897471168
610,0.9454972944965548,0.9534948096885815
611,0.762297365062495,0.8606234873686648
612,0.4639503930480335,0
613,0.8580376414903121,0.7431629013079669
614,0.8962420015397349,0.9416695224328946
615,0.8756730457354847,0.881299458558934
616,0.8818623972372697,0.874188722378681
617,0.9271700572471177,0.8431880547108191
618,0.8350178359096316,0.9285950413223141
619,0.5993756503642038,0.8723931432394079
620,0.5976185490611612,0.8355871258890089
621,0.9037806401632118,0.9285950413223144
622,0.9730491388383526,0.940312213039486
623,0.6399999999999996,0.8711111111111104
624,0.948769647242615,0.9298469387755107
625,0.950281069432667,0.8463999999999997
626,0.7954711468224981,0.7954711468224981
627,0.9272738279433156,0.8488827168286833
628,0.921671722736675,0.8812994585589338
629,0.9583519505391148,0.9583120227977374
630,0.8132531517619697,0.8991862910706471
631,0.8433985839233653,0.8678306952557131
632,0.5868943644497352,0.7393814025246507
633,0.9538773836270003,0.9161204172586824
634,0.875130072840791,0.9663889686871596
635,0.9860852354481245,0
636,0.8766094641562455,0
637,0.8402777777777777,0.8519181362245077
638,0.9094756656586648,0
639,0.9001448271725212,0.9518143961927419
640,0.8274570030355545,0.887943786982249
641,0.871111111111111,0.9205933850576712
642,0.973155588020453,0.946279586446685
643,0.8939891881140787,0.39947729706771684
644,0.9386238726227389,0
645,0.7942029423966589,0.8904430525544281
646,0.9631324587787276,0.918402777777778
647,0.9184027777777776,0
648,0.873818525519849,0.9443591133818586
649,0.9555297819609414,0
650,0.9459560893225744,0.5803998125050921
651,1.0,0.9300283948930314
652,0.9580257182256362,0.9569330529410246
653,0.8735191298097731,0
654,0.9446715966529972,0.9215999999999995
655,0.8511625806514179,0.7719456611890704
656,0.8355037906928148,0.8185677463403387
657,0.7474894368829119,0.7814569280803895
658,0.9048185603807258,0.8143961927424154
659,0.7673317704741263,0.7656250000000002
660,0.919792933774957,0.9040580489115829
661,0.9708044982698966,0.8904979170799444
662,0.9299336047102447,0.9480609418282548
663,0.6087497245709594,0
664,0.8264462809917363,0.893884297520661
665,0.873818525519849,0.9674012862750684
666,0.9177945233661164,0
667,0.8444119795471143,0.795471146822498
668,0.9028257875711664,0.8444119795471143
669,0.8150391419096956,0.8483379501385043
670,0.6936482606166631,0.9234058766133212
671,0.898802496205094,0.9371091412684578
672,0.7407240942673465,0.0
673,0.8062780374802004,0.795471146822498
674,0.9574666999377061,0
675,0.8082193631451936,0.8556250000000004
676,0.6267361111111113,0.8402777777777779
677,0.9428691451375759,0.9428691451375759
678,0.9670041529422908,0.8975069252077563
679,0.9184027777777778,0.8789062500000002
680,0.9486267017640885,0.859834710743802
681,0.6782006920415223,0.6782006920415223
682,0.7346938775510198,0.7393814025246508
683,0.828653153834241,0.9149338374291114
684,0.9670041529422914,0.8590124925639501
685,0.8657676502097786,0.8452133194588971
686,0.9587673611111113,0.9163998200156582
687,0.9177190450944919,0.8336483931947071
688,0.8690031600114908,0.8938842975206612
689,0.9522500895979465,0.9693808084140211
690,0.8203666355278986,0.7880272020778091
691,0.8403573537110971,0.8038049940546963
692,0.9670241797504776,0
693,0.9414320711188707,0.7993930443388485
694,0.9303792931510804,0.9281677572873289
695,0.9276782025088166,0.9400252437606258
696,0.9333175634009176,0.893063844962609
697,0.6058041948410201,0.8266614821432436
698,0.9738573407202217,0.9597911467213553
699,0.8509270474296189,0.797193877551021
700,0.897506925207756,0.8618555902265537
701,0.8612772237084799,0.9642274986530172
702,0.9091696426431387,0.9156553683811406
703,0.8183583202965321,0.782437104647145
704,0.7182140554043622,0.778546712802768
705,0.9569885280183995,0.9322235434007135
706,0.9081567791592581,0
707,0.942424783207207,0.8738185255198487
708,0.9040580489115825,0.9084472656249997
709,0.7979715920983729,0.9303753360436183
710,0.6396978645200987,0.6173469387755103
711,0.9579784595974532,0.8185941043083897
712,0.8492483341007201,0.9055671175858483
713,0.9285550775723644,0.8349292896205702
714,0.8993242106489056,0.9025000000000002
715,0.8520710059171597,0.8402777777777778
716,0.7922836999158557,0.8812240401611157
717,0.9344600633779947,0
718,0.9735111111111115,0.97031505171673
719,0.3457345222071398,0.710316227173421
720,0.8192889016864193,0.88333500618244
721,0.9584582529653083,0.9378393351800551
722,0.5803341529718629,0.8336483931947066
723,0.9193609192898824,0.9225168353856704
724,0.9397126197417749,0.9584582529653085
725,0.7407960494300933,0.9177229339881972
726,0.939679532992905,0.9529761425339397
727,0.9517305246775625,0.9391008608778827
728,0.9569885280183997,0.8212890625
729,0.639723737385612,0.7743999999999998
730,0.9699265381083566,0.9098224852071006
731,0.9631324587787277,0.9587673611111112
732,0.7958342262617598,0.8717522602277421
733,0.8432314869465192,0.9098224852071004
734,0.9373149629276415,0.854752580989676
735,0.946121018767021,0
736,0.7937190082644632,0.8823599057109922
737,0.8752940307518462,0
738,0.7174752905917169,0
739,0.8399399486265816,0.006584349433436235
740,0.7864008543965824,0.8764146672702581
741,0.8823345743646005,0.9315468390703524
742,0.7804056560998442,0.7857832012819451
743,0.9003295415726312,0.9070294784580495
744,0.8798739323910779,0.021338039904711455
745,0.7942029423966587,0.7511111111111106
746,0.9351527593285834,0.8647848512565025
747,0.8663954091968135,0.8939143127122425
748,0.5847750865051901,0.7225000000000003
749,0.9321974525880017,0.9278037794247865
750,0.9555611665193787,0.8092312748081123
751,0.8696846404377644,0.9184027777777783
